Question,All Answers,Correct Answer,source_path,source_type
Which trial demonstrated a significant reduction in lung cancer mortality with low-dose computed tomography (CT) screening for high-risk patients?,A. PACIFIC B. NILE C. ALEX D. NELSON E. KEYNOTE-042 F. IMpower-110 G. CHECKMATE-227 H. FLAURA,D. NELSON,data/Dataset_Eval/PubMed_Pdfs/302.csv,pdf
Which FDA-approved tyrosine kinase inhibitor is used for treating patients with non-small cell lung cancer (NSCLC) harboring MET exon 14 skipping mutations?,A. Osimertinib B. Alectinib C. Brigatinib D. Capmatinib E. Ceritinib F. Crizotinib G. Entrectinib H. Lorlatinib,D. Capmatinib,data/Dataset_Eval/PubMed_Pdfs/303.csv,pdf
Which trial demonstrated improved overall survival with the combination of nivolumab and ipilimumab compared to chemotherapy alone in non-small cell lung cancer (NSCLC) patients with PD-L1 ≥ 1%?,A. PACIFIC B. NILE C. ALEX D. NELSON E. KEYNOTE-042 F. IMpower-110 G. CHECKMATE-227 H. FLAURA,G. CHECKMATE-227,data/Dataset_Eval/PubMed_Pdfs/304.csv,pdf
What is the significance of PD-L1 expression in the treatment of non-small cell lung cancer (NSCLC) with immune checkpoint inhibitors?,A. Predicts overall survival B. Determines the likelihood of response to treatment C. Identifies candidates for surgery D. Monitors patient compliance with treatment E. Evaluates response to radiotherapy F. Reduces the need for tissue biopsies G. Provides rapid diagnosis H. Assesses overall health status,B. Determines the likelihood of response to treatment,data/Dataset_Eval/PubMed_Pdfs/305.csv,pdf
Which diagnostic modality showed a 20% lung cancer mortality benefit in the National Lung Screening Trial?,A. Sputum cytologic analysis B. Chest radiographs C. Low-dose chest computed tomography D. MRI E. PET scan F. Ultrasound G. High-dose chest computed tomography H. Chest X-ray,C. Low-dose chest computed tomography,data/Dataset_Eval/PubMed_Pdfs/306.csv,pdf
"Which subtype of non-small cell lung cancer (NSCLC) is characterized by the expression of immunohistochemical markers such as CK5, CK6, p40, and desmoglein-3?",A. Adenocarcinoma B. Squamous cell carcinoma C. Large cell carcinoma D. Small cell lung cancer E. Neuroendocrine carcinoma F. Mesothelioma G. Lymphoma H. Sarcoma,B. Squamous cell carcinoma,data/Dataset_Eval/PubMed_Pdfs/307.csv,pdf
Which immunohistochemical marker is commonly expressed in adenocarcinoma?,A. CK5 B. CK6 C. p40 D. Desmoglein-3 E. TTF-1 F. Napsin A G. ALK H. ROS1,E. TTF-1,data/Dataset_Eval/PubMed_Pdfs/308.csv,pdf
Which mutation is associated with resistance to first-generation EGFR tyrosine kinase inhibitors (TKIs) in non-small cell lung cancer (NSCLC) ?,A. Exon 19 deletion B. Exon 21 L858R mutation C. T790M mutation D. ALK translocation E. ROS1 translocation F. MET amplification G. BRAF V600E mutation H. HER-2 amplification,C. T790M mutation,data/Dataset_Eval/PubMed_Pdfs/309.csv,pdf
What is the preferred surgical treatment for patients with peripheral N0 lung cancers measuring 2 cm or less?,A. Lobectomy B. SBRT C. Wedge resection D. Segmentectomy E. Sleeve resection F. Wait and watch G. Radio-frequency ablation H. Cryoablation,C. Wedge resection,data/Dataset_Eval/PubMed_Pdfs/310.csv,pdf
"Which of the following treatments is suggested as the initial treatment for medically stable patients with stages I, II, and IIIA of non-small cell lung cancer (NSCLC) ?",A. Chemotherapy B. Radiation therapy C. Immunotherapy D. Molecularly targeted therapy E. Curative surgical excision F. Palliative care G. Hormone therapy H. Photodynamic therapy,E. Curative surgical excision,data/Dataset_Eval/PubMed_Pdfs/311.csv,pdf
Which of the following is a significant finding observed in video-assissted thoracoscopic surgery (VATS) than in open thoracotomy according to the document?,A. Increased Infection B. Reduced Atrial fibrillation C. Increased Bleeding D. Increased Pneumonia E. Reduced Pulmonary embolism F. Reduced Stroke G. Reduced Deep vein thrombosis H. Increased Respiratory failure,B. Reduced Atrial fibrillation,data/Dataset_Eval/PubMed_Pdfs/312.csv,pdf
Which lung cancer subtype is characterized by neuroendocrine origin and rapid metastasis?,A. Adenocarcinoma B. Squamous cell carcinoma C. Large-cell carcinoma D. Small-cell lung cancer (SCLC) E. Bronchoalveolar carcinoma F. Carcinoid tumor G. Mesothelioma H. Sarcoma,D. Small-cell lung cancer (SCLC),data/Dataset_Eval/PubMed_Pdfs/313.csv,pdf
Which protein is commonly overexpressed in small-cell lung cancer (SCLC) and serves as a biomarker?,A. P53 B. KRAS C. HER2 D. MYC E. ALK F. BRAF G. EGFR H. PD-L1,D. MYC,data/Dataset_Eval/PubMed_Pdfs/314.csv,pdf
What imaging modality is considered the most sensitive for diagnosing esophageal cancer?,A. Esophagography B. Endoscopy C. CT D. EUS E. FDG-PET F. MRI G. Ultrasound H. X-ray,B. Endoscopy,data/Dataset_Eval/PubMed_Pdfs/315.csv,pdf
Which of the following treatments is considered standard and minimally invasive for Tis and T1a esophageal squamous cell carcinoma (ESCC) with negligible risk of lymph node metastasis?,A. Chemotherapy B. Radiotherapy C. Surgery D. Endoscopic resection E. Immunotherapy F. Palliative care G. Hormone therapy H. Proton therapy,D. Endoscopic resection,data/Dataset_Eval/PubMed_Pdfs/316.csv,pdf
What is the typical postoperative management for endoscopic submucosal dissection (ESD) in esophageal squamous cell carcinoma (ESCC)?,A. Chemotherapy B. Radiotherapy C. Endoscopic follow-up D. Surgical resection E. Immunotherapy F. Palliative care G. Hormone therapy H. Laser ablation,C. Endoscopic follow-up,data/Dataset_Eval/PubMed_Pdfs/317.csv,pdf
"Which of the following is a highly selective inhibiting agent of the tyrosine kinase, vascular endothelial growth factor receptor-2 (VEGFR2)?",A. Camrelizumab B. Regorafenib C. Ramucirumab D. Toripalimab E. Bevacizumab F. Sintilimab G. Nivolumab H. Pembrolizumab,C. Ramucirumab,data/Dataset_Eval/PubMed_Pdfs/318.csv,pdf
What is the mechanism of action of pembrolizumab in treating esophageal cancer?,A. Inhibition of VEGF B. Blocking PD-1/PD-L1 interaction C. Inhibition of HER2 D. Blocking CTLA-4 E. Inhibition of EGFR F. Activation of JAK/STAT pathway G. Inhibition of c-Met H. Blocking FGFR2,B. Blocking PD-1/PD-L1 interaction,data/Dataset_Eval/PubMed_Pdfs/319.csv,pdf
Which drug is an inhibitor of the mTOR pathway used in the treatment of esophageal cancer?,A. Cetuximab B. Bevacizumab C. Trastuzumab D. Everolimus E. Nivolumab F. Ipilimumab G. Sorafenib H. Apatinib,D. Everolimus,data/Dataset_Eval/PubMed_Pdfs/320.csv,pdf
Which pathway is associated with resistance to EGFR inhibitors in cancer treatment according to the document?,A. VEGF pathway B. PD-1/PD-L1 pathway C. HER-2 pathway D. JAK/STAT pathway E. CTLA-4 pathway F. PI3K/AKT/mTOR pathway G. FGFR2 pathway H. c-Met pathway,D. JAK/STAT pathway,data/Dataset_Eval/PubMed_Pdfs/321.csv,pdf
What is the standard treatment for clinical Stage I (cT1bN0) squamous cell carcinoma of the esophagus in the USA?,A. Endoscopic resection B. Esophagectomy C. Chemoradiotherapy (CRT) D. Chemotherapy E. Radiotherapy F. Immunotherapy G. Targeted therapy H. Palliative care,B. Esophagectomy,data/Dataset_Eval/PubMed_Pdfs/322.csv,pdf
Which cytokine is primarily associated with immunosuppression in the tumor microenvironment?,A. IL-2 B. IL-1 C. IL-13 D. IL-10 E. IFN-γ F. TNF-α G. TGF-β H. IL-1β,D. IL-10,data/Dataset_Eval/PubMed_Pdfs/323.csv,pdf
Which clinical trial demonstrated the efficacy of perioperative chemotherapy for locally advanced resectable esophagogastric adenocarcinoma?,A. OEO2 trial B. MAGIC trial C. FNCLCC-FFCD trial D. CROSS trial E. FLOT4 trial F. Neo-AEGIS trial G. ESOPEC trial H. TOPGEAR trial,E. FLOT4 trial,data/Dataset_Eval/PubMed_Pdfs/324.csv,pdf
What is the main histologic subtype of esophageal cancer in Japan according to the document?,A. Adenocarcinoma B. Squamous cell carcinoma C. Small cell carcinoma D. Large cell carcinoma E. Sarcoma F. Basal cell carcinoma G. Lymphoma H. Neuroendocrine carcinoma,B. Squamous cell carcinoma,data/Dataset_Eval/PubMed_Pdfs/325.csv,pdf
What is the standard radiation dose for definitive chemoradiotherapy (CRT) in the treatment of esophageal cancer?,A. 30.4 Gy B. 40.4 Gy C. 50.4 Gy D. 60.4 Gy E. 70.4 Gy F. 80.4 Gy G. 90.4 Gy H. 100.4 Gy,C. 50.4 Gy,data/Dataset_Eval/PubMed_Pdfs/326.csv,pdf
Which molecular test evaluates the expression of 21 genes at the mRNA level in breast cancer?,A. Oncotype DX B. MammaPrint C. uPA/PAI-1 D. EndoPredict E. Prosigna F. BCI G. IHC4 H. Guardant,A. Oncotype DX,data/Dataset_Eval/PubMed_Pdfs/327.csv,pdf
Which signaling pathway is targeted by everolimus in breast cancer treatment?,A. PI3K/AKT/mTOR B. MAPK/ERK C. JAK/STAT D. Wnt/β-catenin E. Notch F. Hedgehog G. TGF-β H. NF-κB,A. PI3K/AKT/mTOR,data/Dataset_Eval/PubMed_Pdfs/328.csv,pdf
Which imaging modality is NOT typically used for breast cancer diagnosis in patients under 40 years old?,A. Mammogram B. Ultrasound C. MRI D. CT scan E. PET scan F. Tomosynthesis G. Biopsy H. Thermography,A. Mammogram,data/Dataset_Eval/PubMed_Pdfs/329.csv,pdf
Which hormone therapy is used in postmenopausal patients with breast cancer to prevent peripheral production of estrogen?,A. Tamoxifen B. Aromatase inhibitors C. Fulvestrant D. Raloxifene E. Letrozole F. Anastrozole G. Exemestane H. All of the above,B. Aromatase inhibitors,data/Dataset_Eval/PubMed_Pdfs/330.csv,pdf
What is the main goal of neoadjuvant chemotherapy in breast cancer treatment?,A. Cure the cancer B. Reduce tumor size before surgery C. Eliminate metastases D. Prevent recurrence E. Treat hormone receptor-positive tumors F. Assess treatment response G. Reduce pain H. Improve cosmetic outcomes,B. Reduce tumor size before surgery,data/Dataset_Eval/PubMed_Pdfs/331.csv,pdf
Which type of breast cancer is characterized by aggressive behavior and association with BRCA1 gene mutations?,A. Luminal A B. Luminal B C. HER2 positive D. Triple-negative breast cancer (TNBC) E. Basal-like 1 F. Basal-like 2 G. Immunomodulatory H. Mesenchymal,D. Triple-negative breast cancer (TNBC),data/Dataset_Eval/PubMed_Pdfs/332.csv,pdf
Which diagnostic tool provides three-dimensional X-ray images of the breast tissue?,A. Mammogram B. Ultrasound C. MRI D. CT scan E. Digital breast tomosynthesis F. PET scan G. Thermography H. Biopsy,E. Digital breast tomosynthesis,data/Dataset_Eval/PubMed_Pdfs/333.csv,pdf
Which treatment approach is typically recommended following breast-conserving surgery to reduce the risk of recurrence?,A. Chemotherapy B. Radiotherapy C. Hormone therapy D. Targeted therapy E. Immunotherapy F. Surgery G. Gene therapy H. Stem cell therapy,B. Radiotherapy,data/Dataset_Eval/PubMed_Pdfs/334.csv,pdf
What is the main fatal adverse effect of trastuzumab (Herceptin) in breast cancer treatment?,A. Cardiotoxicity B. Nephrotoxicity C. Hepatotoxicity D. Neurotoxicity E. Gastrointestinal toxicity F. Thrombosis G. Dermatologic toxicity H. Pulmonary toxicity,A. Cardiotoxicity,data/Dataset_Eval/PubMed_Pdfs/335.csv,pdf
Which treatment is recommended for premenopausal women with estrogen receptor-positive ductal carcinoma in-situ (DCIS)?,A. Tamoxifen B. Aromatase inhibitors C. Anastrozole D. Letrozole E. Exemestane F. Fulvestrant G. Raloxifene H. Ovarian suppression,A. Tamoxifen,data/Dataset_Eval/PubMed_Pdfs/336.csv,pdf
Which type of biopsy is performed under local anesthesia for lesions involving the skin or suspected cases of Paget’s disease of the nipple?,A. Core biopsy B. Fine needle aspiration cytology C. Punch biopsy D. Incisional biopsy E. Excisional biopsy F. Stereotactic biopsy G. Vacuum-assisted biopsy H. Shave biopsy,C. Punch biopsy,data/Dataset_Eval/PubMed_Pdfs/337.csv,pdf
Which chemotherapy regimen is used for triple-negative breast cancer with lymph node involvement according to this document?,"A. Taxane-based, nonanthracycline regimens B. Anthracycline-based regimens C. Hormone therapy-based regimens D. Methotrexate-based regimens E. Vincristine-based regimens F. Capecitabine-based regimens G. Immunotherapy-based regimens H. Precision therapy-based regimens",B. Anthracycline-based regimens,data/Dataset_Eval/PubMed_Pdfs/338.csv,pdf
Which breast cancer treatment is recommended for postmenopausal women to decrease the chance of developing bone metastases and fractures?,A. Chemotherapy B. Endocrine therapy C. Bisphosphonate therapy D. Immunotherapy E. Radiotherapy F. Surgery G. Gene therapy H. Stem cell therapy,C. Bisphosphonate therapy,data/Dataset_Eval/PubMed_Pdfs/339.csv,pdf
What is the common adverse effect of denosumab in breast cancer treatment?,A. Bone marrow suppression B. Hypophosphatemia C. Gastric ulcer D. Alopecia E. Cardiotoxicity F. Hot flashes G. Osteonecrosis of the jaw H. Heartburn,B. Hypophosphatemia,data/Dataset_Eval/PubMed_Pdfs/340.csv,pdf
Which stage of breast cancer describes ductal carcinoma in situ (DCIS)?,A. Stage 0 B. Stage I C. Stage IIa D. Stage IIb E. Stage IIIa F. Stage IIIb G. Stage IIIc H. Stage IV,A. Stage 0,data/Dataset_Eval/PubMed_Pdfs/341.csv,pdf
What is the primary cause of microsatellite instability (MSI) in sporadic colorectal cancer (CRC)?,A. BRCA1 mutation B. MLH1 promoter hypermethylation C. TP53 mutation D. KRAS mutation E. HER2 amplification F. PTEN loss G. APC mutation H. MSH2 mutation,B. MLH1 promoter hypermethylation,data/Dataset_Eval/PubMed_Pdfs/342.csv,pdf
Which genetic mutation is associated with the serrated neoplasia pathway in colorectal cancer?,A. BRAF B. KRAS C. APC D. TP53 E. PIK3CA F. EGFR G. PTEN H. HER2,A. BRAF,data/Dataset_Eval/PubMed_Pdfs/343.csv,pdf
Which molecular mechanism involves cells losing their epithelial characteristics and gaining mesenchymal properties to increase motility and invasiveness?,A. Mesenchymal-epithelial transition (MET) B. Epithelial-mesenchymal transition (EMT) C. Apoptosis D. Necrosis E. Autophagy F. Senescence G. Angiogenesis H. Metaplasia,B. Epithelial-mesenchymal transition (EMT),data/Dataset_Eval/PubMed_Pdfs/344.csv,pdf
Which cells within the tumor microenvironment (TME) are known to maintain an immunosuppressive environment by expressing inhibitory receptors such as PD-L1 and PD-L2 according to the document?,A. Tumor-associated macrophages (TAMs) B. Cancer-associated fibroblasts (CAFs) C. Natural killer (NK) cells D. Myeloid-derived suppressor cells (MDSCs) E. Regulatory T-cells (T-regs) F. Cytotoxic T-cells G. Endothelial cells H. Adipocytes,A. Tumor-associated macrophages (TAMs),data/Dataset_Eval/PubMed_Pdfs/345.csv,pdf
Which hereditary condition is caused by germline mutations in the APC tumor suppressor gene and is associated with numerous colonic adenomas?,A. Lynch syndrome B. Familial adenomatous polyposis (FAP) C. Peutz-Jeghers syndrome D. Hereditary nonpolyposis colorectal cancer (HNPCC) E. Juvenile polyposis syndrome F. Cowden syndrome G. Turcot syndrome H. Bannayan-Riley-Ruvalcaba syndrome,B. Familial adenomatous polyposis (FAP),data/Dataset_Eval/PubMed_Pdfs/346.csv,pdf
What is the most common gene mutation that results in resistance to anti-ectodermal growth factor receptor (EGFR) precision therapy in colorectal cancer?,A. APC B. TP53 C. BRAF D. KRAS E. PIK3CA F. SMAD4 G. RNF43 H. MLH1,D. KRAS,data/Dataset_Eval/PubMed_Pdfs/347.csv,pdf
Which FDA-approved drug is a recombinant human monoclonal antibody that targets VEGF-A to inhibit tumor angiogenesis in metastatic colorectal carcinoma (mCRC)?,A. Cetuximab B. Panitumumab C. Trastuzumab D. Bevacizumab E. Pembrolizumab F. CrizotinibG. Ipilimumab H. Nivolumab,D. Bevacizumab,data/Dataset_Eval/PubMed_Pdfs/348.csv,pdf
Which screening test for colorectal cancer has the highest specificity according to the document?,A. gFOBT B. FIT C. sDNA-FIT D. Colonoscopy E. Sigmoidoscopy F. CT colonography G. MRI H. Methylated serum septin 9,A. gFOBT,data/Dataset_Eval/PubMed_Pdfs/349.csv,pdf
Which of the following is NOT a recommended colorectal carcinoma (CRC) screening test according to the document?,A. Annual gFOBT B. Annual FIT C. Annual sDNA-FIT D. Colonoscopy every 10 years E. Sigmoidoscopy every 5 years F. CT colonography every 5 years G. MRI every 5 years H. Sigmoidoscopy with annual FIT every 10 years,G. MRI every 5 years,data/Dataset_Eval/PubMed_Pdfs/350.csv,pdf
Which of the following is NOT a factor that increases the risk of colorectal cancers?,A. Increasing age B. Smoking C. Alcohol consumption D. Reduced physical activity E. Increased non-steroidal anti-inflammatory medication exposure F. Increased red meat intake G. Family history of CRC H. Obesity,E. Increased non-steroidal anti-inflammatory medication exposure,data/Dataset_Eval/PubMed_Pdfs/351.csv,pdf
What diagnostic procedure is required to confirm multiple myeloma (MM)?,A. Serum calcium >11 mg/dL B. Urine test for Free-light chain assay C. Serum Free-light chain assay D. Serum monoclonal level (IgA and IgG) E. CT scan F. Bone marrow biopsy G. Serum creatinine >2 mg/dL H. Skeletal survey,F. Bone marrow biopsy,data/Dataset_Eval/PubMed_Pdfs/352.csv,pdf
